,CONTROL,TUITFTE,INEXPFTE,AVGFACSAL,OPENADMP,ADM_RATE,SAT_AVG,ACTCMMID,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,C150_4_NOLOANNOPELL,FTFTPCTPELL,DEBT_MDN,C100_4_POOLED,C150_4_POOLED,MEDIAN_HH_INC,POVERTY_RATE,INC_PCT_LO,INC_PCT_M1,INC_PCT_M2,INC_PCT_H1,INC_PCT_H2,PFTFAC,DEP_STAT_PCT_IND,REGION,DEBT_MDN_SUPP,UG25ABV,CDR3,CDR2,MN_EARN_WNE_INC1_P10,MN_EARN_WNE_INC2_P10,MN_EARN_WNE_INC3_P10
5191,2,20188.0,23240.0,5016.0,2.0,0.8792,1120.0,22.0,44214.0,30370.0,30370.0,0.0,0.3871,12683.0,0.5714,0.5714,,,0.2519083969,0.1603053435,0.19847328239999998,0.19847328239999998,0.19083969469999998,0.3478,,8,12683,0.0299,0.25,0.083,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
5223,2,6670.0,2803.0,3251.0,1.0,,,,28815.0,12525.0,12525.0,,1.0,11000.0,0.25,0.25,,,0.673814165,0.18778427550000001,0.102014295,0.021442495099999997,0.014944769299999999,,0.2729044834,5,11000,0.9179999999999999,0.066,0.079,34500,37000,51900
5224,2,10602.0,3938.0,3855.0,1.0,,,,21431.0,12030.0,12030.0,,0.7692,11000.0,0.037000000000000005,0.0741,,,0.673814165,0.18778427550000001,0.102014295,0.021442495099999997,0.014944769299999999,0.3171,0.2729044834,5,11000,0.6048,0.066,0.079,34500,37000,51900
5233,3,12510.0,2338.0,,1.0,,,,,13380.0,13380.0,,0.0,12667.0,,,,,0.7151960619,0.16983040559999998,0.0704676489,0.0286590917,0.0158467919,,0.9163154523,5,12667,0.8873,0.10400000000000001,0.105,39500,54200,74700
5238,1,15012.0,8198.0,6698.0,2.0,0.4954,1180.0,24.0,25362.0,13352.0,13352.0,0.5577,0.3298,16751.0,0.5418,0.5976,,,0.2223293482,0.1184920941,0.1397994601,0.170266101,0.3491129965,1.0,0.1116467412,4,16751,0.0487,0.022000000000000002,0.032,66300,57600,60800
5247,3,24333.0,5907.0,6647.0,2.0,0.7857,,,30279.0,19375.0,19375.0,,1.0,17838.0,0.1667,0.1667,,,0.3369315068,0.16641095890000002,0.20180821920000003,0.1580273973,0.1368219178,0.25,0.8631780822,5,17838,0.716,0.035,0.039,46100,63700,67200
5251,2,4398.0,5251.0,,1.0,,,,,9300.0,9300.0,,,,,0.0,,,,,,,,,,3,PrivacySuppressed,0.8125,0.081,,,,
5271,2,10287.0,1731.0,,2.0,0.7,,,18529.0,10460.0,10460.0,0.125,0.3333,13250.0,0.1667,0.4849,,,0.5212765957,0.2553191489,,0.1170212766,,,0.5,8,13250,0.4628,0.106,0.106,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
5287,3,7303.0,1919.0,,1.0,,,,,,,0.6219,0.1166,,,0.561,,,0.7224489796,0.1755102041,,,,,0.8734693878,4,PrivacySuppressed,0.6436,0.109,0.071,,,
5288,2,6115.0,1595.0,,1.0,,,,10333.0,5600.0,5600.0,1.0,0.6667,4019.0,,0.3333,,,0.8311688312000001,,,,,,,4,4019,0.7745,0.07,,,,
5319,2,6619.0,1890.0,,1.0,,,,,8420.0,8420.0,,0.0,24125.0,0.4615,0.5517,,,0.44,,,,,,,5,PrivacySuppressed,0.7949,0.121,0.0,,,
5324,3,25773.0,8382.0,7912.0,2.0,0.9535,,,44143.0,34835.0,34835.0,0.5,0.2143,24464.0,0.42,0.44,,,0.49016574590000006,0.1779005525,0.1379005525,0.0901657459,0.1038674033,0.1592,0.6634254144,8,24464,0.6305,0.026000000000000002,0.01,PrivacySuppressed,64000,PrivacySuppressed
5325,3,31033.0,10092.0,8072.0,2.0,0.8809999999999999,,,45040.0,34835.0,34835.0,,0.5,24464.0,0.3902,0.4634,,,0.49016574590000006,0.1779005525,0.1379005525,0.0901657459,0.1038674033,0.2013,0.6634254144,8,24464,0.5842,0.026000000000000002,0.01,PrivacySuppressed,64000,PrivacySuppressed
5333,3,6581.0,3339.0,4303.0,1.0,,,,29528.0,17496.0,17496.0,0.4375,0.7368,16000.0,0.2581,0.3261,,,0.6435028249,0.1519774011,0.0935028249,0.0607344633,0.0502824859,0.0769,0.4166666667,5,16000,0.4568,0.18,0.14800000000000002,33000,37900,37700
5343,3,13236.0,1620.0,,1.0,,,,,13380.0,13380.0,,,12667.0,,,,,0.7151960619,0.16983040559999998,0.0704676489,0.0286590917,0.0158467919,,0.9163154523,5,12667,0.8447,0.10400000000000001,0.105,39500,54200,74700
5344,3,12298.0,1897.0,6572.0,1.0,,,,27879.0,13380.0,13380.0,0.0,0.5,12667.0,0.1333,0.1875,,,0.7151960619,0.16983040559999998,0.0704676489,0.0286590917,0.0158467919,0.1856,0.9163154523,5,12667,0.8495,0.10400000000000001,0.105,39500,54200,74700
5345,3,11708.0,2204.0,7378.0,1.0,,,,,13380.0,13380.0,,,12667.0,,,,,0.7151960619,0.16983040559999998,0.0704676489,0.0286590917,0.0158467919,,0.9163154523,5,12667,0.6537,0.10400000000000001,0.105,39500,54200,74700
5346,3,12460.0,1756.0,7673.0,1.0,,,,27879.0,13380.0,13380.0,0.0,0.3333,12667.0,0.1,0.1429,,,0.7151960619,0.16983040559999998,0.0704676489,0.0286590917,0.0158467919,0.0645,0.9163154523,5,12667,0.8438,0.10400000000000001,0.105,39500,54200,74700
5347,3,12385.0,2020.0,7517.0,1.0,,,,27879.0,13380.0,13380.0,,0.5,12667.0,0.3333,0.3333,,,0.7151960619,0.16983040559999998,0.0704676489,0.0286590917,0.0158467919,0.0519,0.9163154523,6,12667,0.8834,0.10400000000000001,0.105,39500,54200,74700
5348,3,7867.0,2803.0,5075.0,1.0,,,,27541.0,17568.0,17568.0,0.08,0.8103,14500.0,0.1504,0.2044,,,0.5917857143,0.1646428571,0.1160714286,0.0653571429,0.0621428571,0.0787,0.47035714289999997,6,14500,0.4404,0.16699999999999998,0.16399999999999998,35100,39800,44800
5366,3,12436.0,6196.0,6035.0,1.0,,,,27155.0,17014.0,17014.0,0.0,0.8235,12667.0,0.0572,0.075,,,0.6569544875,0.1545441656,0.0954912803,0.0555082943,0.0375017723,0.2551,0.7848433291,5,12667,0.7024,0.11599999999999999,0.174,32200,42100,61700
5367,3,5931.0,5622.0,5998.0,1.0,,,,30454.0,17014.0,17014.0,0.0,0.75,12667.0,0.0882,0.1667,,,0.6569544875,0.1545441656,0.0954912803,0.0555082943,0.0375017723,0.2347,0.7848433291,5,12667,0.8124,0.11599999999999999,0.174,32200,42100,61700
5378,2,13752.0,3280.0,4736.0,2.0,0.679,,,28240.0,15050.0,15050.0,0.25,0.5405,22000.0,,0.8372,,,0.3191489362,0.1170212766,0.17021276600000002,0.1808510638,0.21276595739999998,0.3333,0.2021276596,3,22000,0.1,0.027000000000000003,0.0,,,
5388,2,8805.0,4643.0,5781.0,1.0,,,,28220.0,14600.0,14600.0,1.0,0.6923,12500.0,0.3,0.65,,,0.5934065934,0.1868131868,0.1318681319,0.04395604400000001,0.04395604400000001,0.1062,0.7747252747,8,12500,0.6431,0.068,0.075,,,
5391,2,32094.0,11658.0,8942.0,,,,,,,,,,13750.0,,,,,0.4845360825,,0.1443298969,,0.1546391753,0.4643,0.7010309278,8,13750,0.7222,0.009000000000000001,0.0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
5392,2,12658.0,5347.0,6569.0,2.0,0.8718,,,26895.0,14000.0,14000.0,0.5,0.6667,12695.0,0.2121,0.3636,,,0.6933148684,0.1498174493,0.08510638300000001,0.045322925800000004,0.0264383734,0.3939,0.8592471358,3,12695,0.6571,0.127,0.11699999999999999,35000,42500,52600
5393,2,13721.0,6703.0,7245.0,2.0,0.9896,,,27278.0,14000.0,14000.0,0.0,0.8,12695.0,0.0435,0.4179,,,0.6933148684,0.1498174493,0.08510638300000001,0.045322925800000004,0.0264383734,0.6522,0.8592471358,3,12695,0.7017,0.127,0.11699999999999999,35000,42500,52600
5394,1,7151.0,7527.0,7734.0,2.0,0.2977,1001.0,18.0,20518.0,8656.0,21159.0,,0.5723,6700.0,,,,,0.5811289882999999,0.20398145620000002,0.117807472,0.0605399509,0.0365421325,1.0,0.6932097081999999,6,6700,0.4918,0.09699999999999999,,,,
5398,3,12391.0,2018.0,6192.0,1.0,,,,27879.0,13380.0,13380.0,,0.4167,12667.0,0.0,0.0,,,0.7151960619,0.16983040559999998,0.0704676489,0.0286590917,0.0158467919,0.0961,0.9163154523,2,12667,0.8456,0.10400000000000001,0.105,39500,54200,74700
5401,2,12126.0,3326.0,4692.0,1.0,,,,,6540.0,6540.0,,0.0,,,,,,,,,,,,,8,PrivacySuppressed,0.625,,,,,
5412,2,7220.0,3326.0,5100.0,2.0,0.425,,,24274.0,13365.0,13365.0,,0.6667,15250.0,,,,,0.3760445682,0.1662831537,0.1469056558,0.1288603609,0.18190626140000002,1.0,0.1410924064,1,15250,0.6163,0.07,0.077,37200,41900,46100
5413,2,26078.0,16938.0,6308.0,2.0,0.5556,,,21068.0,10328.0,10328.0,0.5,0.1667,,0.1667,0.55,,,,,,,,0.1333,,5,PrivacySuppressed,0.3971,,,,,
5430,3,9534.0,1811.0,7814.0,2.0,,,,,10140.0,10140.0,0.0,,12274.0,0.1111,0.1,,,0.20300751879999998,0.1303258145,0.2706766917,0.25062656640000003,0.14536340849999999,0.094,,7,12274,0.9726,0.023,0.0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
5439,3,24262.0,6389.0,6960.0,2.0,0.1667,,,39475.0,19375.0,19375.0,0.5,0.0,17838.0,0.5714,0.5714,,,0.3369315068,0.16641095890000002,0.20180821920000003,0.1580273973,0.1368219178,0.1711,0.8631780822,5,17838,0.7425,0.035,0.039,46100,63700,67200
5450,2,5718.0,3177.0,2044.0,1.0,,,,22228.0,6320.0,6320.0,0.5,0.6667,11898.0,0.0,0.2728,,,0.5752212389,0.19469026550000001,,,,,,5,11898,0.9016,0.10300000000000001,,,,
5487,2,9579.0,10282.0,3351.0,,,,,,,,,,10500.0,,,,,,,,,,,,8,PrivacySuppressed,0.4146,0.0,,,,
5497,2,8555.0,6845.0,5130.0,1.0,,,,21113.0,9900.0,9900.0,0.0566,0.62,5500.0,0.3983,0.469,,,0.5570469799000001,0.2416107383,0.1208053691,,,0.3864,0.0939597315,6,5500,0.1794,0.243,,,,
5505,3,13578.0,3590.0,,1.0,,,,,11156.0,11156.0,0.5714,0.0,,0.2,0.3889,,,,,,,,0.0357,,5,PrivacySuppressed,0.5368,0.023,,,,
5526,2,13927.0,14708.0,6583.0,2.0,0.9045,1128.0,25.0,41496.0,26100.0,26100.0,0.8333,0.4133,19032.0,0.597,0.6268,,,0.2214285714,0.0928571429,0.1785714286,0.15,0.3571428571,0.3846,0.0928571429,8,19032,0.0769,0.012,,,,
5527,1,5886.0,8734.0,13022.0,2.0,0.9486,1119.0,24.0,16600.0,13678.0,36046.0,0.6354,0.4883,19000.0,0.3569,0.6385,,,,,,,,0.6667,,1,19000,0.0719,0.023,,,,
5528,2,13803.0,3588.0,5472.0,2.0,0.4663,983.0,18.0,41830.0,27630.0,27630.0,,0.5,,,,,,,,,,,1.0,,6,,,0.068,,,,
5533,3,24909.0,6174.0,6522.0,2.0,0.4545,,,30279.0,19375.0,19375.0,0.5,0.3333,17838.0,0.1515,0.1818,,,0.3369315068,0.16641095890000002,0.20180821920000003,0.1580273973,0.1368219178,0.2143,0.8631780822,4,17838,0.4451,0.035,0.039,46100,63700,67200
5534,3,24395.0,7445.0,7054.0,2.0,0.2308,,,37767.0,19375.0,19375.0,,0.5,17838.0,0.6667,0.6667,,,0.3369315068,0.16641095890000002,0.20180821920000003,0.1580273973,0.1368219178,0.1691,0.8631780822,6,17838,0.6379,0.035,0.039,46100,63700,67200
5540,3,14499.0,5858.0,7728.0,,,,,,,,0.0,,12667.0,0.2381,0.2727,,,0.6569544875,0.1545441656,0.0954912803,0.0555082943,0.0375017723,,0.7848433291,3,12667,0.7256,0.11599999999999999,0.174,32200,42100,61700
5566,2,12616.0,1902.0,7120.0,1.0,,,,23625.0,10200.0,10200.0,0.275,0.7647,18970.0,0.1,0.2,,,0.35170413340000006,0.1641285956,0.1607445008,0.13729755859999998,0.1861252115,1.0,0.4711143341,8,18970,0.8283,0.03,0.037000000000000005,52100,51800,60200
5577,3,8361.0,1911.0,,1.0,,,,28180.0,13354.0,13354.0,0.0239,0.8182,12667.0,0.0086,0.0322,,,0.6569544875,0.1545441656,0.0954912803,0.0555082943,0.0375017723,0.076,0.7848433291,5,12667,0.7813,0.11599999999999999,0.174,32200,42100,61700
5579,2,16429.0,6943.0,2791.0,2.0,1.0,,,,,,,,21000.0,,,,,0.2570390554,0.1371480472,0.17438692100000003,0.1634877384,0.267938238,,0.2052679382,8,21000,0.9233,0.02,0.031,39700,48400,51400
5581,2,10855.0,6603.0,7530.0,,,,,,,,,,22000.0,,,,,0.3251396648,0.1726256983,0.1195530726,0.1463687151,0.2363128492,1.0,0.4223463687,1,22000,0.9604,0.075,0.042,38900,46300,56400
5584,2,10998.0,2405.0,1567.0,1.0,,,,,10175.0,10175.0,,,,,,,,,,,,,0.3333,,5,PrivacySuppressed,0.7753,,,,,
5600,2,10412.0,14215.0,5849.0,2.0,1.0,1001.0,19.0,19927.0,10710.0,10710.0,0.25,0.4,9500.0,0.0,0.2093,,,0.475,0.15,0.2125,,,0.5588,0.625,6,9500,0.5051,0.11199999999999999,,,,
5601,3,40453.0,8060.0,2000.0,2.0,0.2222,,,,23220.0,23220.0,0.0,0.0,,0.6364,0.647,,,,,,,,,,8,PrivacySuppressed,0.4444,0.16,,,,
5608,3,24415.0,5387.0,6358.0,2.0,0.1875,,,,19375.0,19375.0,,,17838.0,0.0,0.0,,,0.3369315068,0.16641095890000002,0.20180821920000003,0.1580273973,0.1368219178,0.2747,0.8631780822,5,17838,0.7151,0.035,0.039,46100,63700,67200
5609,3,24173.0,7329.0,6743.0,2.0,0.4286,,,26535.0,19375.0,19375.0,,0.0,17838.0,0.0,0.0,,,0.3369315068,0.16641095890000002,0.20180821920000003,0.1580273973,0.1368219178,0.5625,0.8631780822,3,17838,0.6731,0.035,0.039,46100,63700,67200
5626,2,22475.0,14370.0,4374.0,2.0,1.0,,,21800.0,13000.0,13000.0,0.4167,0.52,,0.4103,0.4103,,,,,,,,,,2,PrivacySuppressed,,,,,,
5631,2,7925.0,7336.0,3202.0,2.0,1.0,,,15070.0,10750.0,10750.0,0.0,0.75,,0.3077,0.3077,,,,,,,,,,2,PrivacySuppressed,,,,,,
5633,2,10344.0,2710.0,1315.0,2.0,,,,15750.0,10220.0,10220.0,0.4375,0.8783,,0.0,0.4877,,,0.8687943262000001,0.08510638300000001,,,,0.6296,0.0886524823,2,PrivacySuppressed,0.002,,,,,
5655,1,10400.0,2424.0,5347.0,,,,,,,,,,14451.0,,,,,0.352024364,0.2343246148,0.1959871014,0.1304192046,0.08724471519999999,0.0607,0.9199211751999999,7,14451,0.8715,0.042,0.034,,,
5659,3,21565.0,8134.0,7708.0,2.0,1.0,,,,26635.0,26635.0,,,24464.0,0.0,0.0,,,0.49016574590000006,0.1779005525,0.1379005525,0.0901657459,0.1038674033,0.2025,0.6634254144,6,24464,0.5839,0.026000000000000002,0.01,PrivacySuppressed,64000,PrivacySuppressed
5674,1,5311.0,4141.0,12057.0,2.0,0.5426,1139.0,24.0,27667.0,13988.0,13988.0,0.3158,0.4248,19500.0,0.1566,0.2848,,,0.2688104245,0.13626173460000002,0.1486969315,0.15889029,0.2873406193,1.0,0.1977721732,2,19500,0.7553,0.049,0.064,50800,53000,62300
5683,1,9138.0,2972.0,6040.0,1.0,,,,20624.0,14343.0,14343.0,,0.0,12500.0,0.0,0.2364,,,0.6982886614,0.1576932093,0.0849157355,0.0386288453,0.0204735485,,0.9251907999,1,12500,0.7705,0.11599999999999999,0.153,29700,44400,58700
5684,3,10887.0,5007.0,6820.0,1.0,,,,29564.0,17014.0,17014.0,0.0,0.8889,12667.0,0.25,0.1818,,,0.6569544875,0.1545441656,0.0954912803,0.0555082943,0.0375017723,0.2254,0.7848433291,6,12667,0.7538,0.11599999999999999,0.174,32200,42100,61700
5685,3,12793.0,5756.0,6404.0,,,,,,,,1.0,0.9167,12667.0,0.125,0.1111,,,0.6569544875,0.1545441656,0.0954912803,0.0555082943,0.0375017723,,0.7848433291,3,12667,0.7671,0.11599999999999999,0.174,32200,42100,61700
5688,2,10524.0,7446.0,,2.0,1.0,,,,,,,,25651.0,,,,,0.1642857143,0.1163265306,0.1734693878,0.20510204079999997,0.3408163265,0.0204,0.2153061224,2,25651,0.9524,0.035,0.024,51500,55400,55400
5692,2,10484.0,6734.0,,1.0,,,,25296.0,6000.0,6000.0,1.0,0.6,23000.0,0.25,0.5652,,,0.39831932770000006,0.22521008399999998,0.156302521,0.1075630252,0.11260504199999999,,0.5798319328,8,23000,0.9157,0.08900000000000001,0.057,38700,43100,52100
5701,2,7146.0,2430.0,7775.0,,,,,,,,,,12625.0,,,,,0.4871541502,0.1775362319,0.1261528327,0.087944664,0.1212121212,1.0,0.632740448,5,12625,0.8140000000000001,0.076,0.107,54300,60100,64400
5706,3,10238.0,2464.0,,2.0,0.2195,,,14881.0,8977.0,8977.0,,0.6,5500.0,,,,,0.6559139785,0.17204301079999998,,,,,0.3440860215,8,5500,0.2989,0.152,,,,
5715,3,3543.0,10936.0,4163.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,6,PrivacySuppressed,0.8333,0.0,,,,
5726,2,7633.0,1258.0,5417.0,2.0,0.9048,,,17944.0,2840.0,2840.0,,1.0,,,,,,,,,,,,,8,PrivacySuppressed,0.9529,,,,,
5737,2,3763.0,3708.0,3455.0,2.0,1.0,1105.0,22.0,,7902.0,7902.0,0.8571,0.0,,0.3571,0.5333,,,,,,,,0.3846,,5,PrivacySuppressed,0.3158,,,,,
5748,2,1917.0,5886.0,5010.0,1.0,,,,,5280.0,5280.0,,,,,,,,0.6,,,,,0.4688,,6,PrivacySuppressed,0.7881,0.057999999999999996,,,,
5749,2,9627.0,4187.0,3333.0,2.0,0.6,,,19300.0,11300.0,11300.0,0.375,0.3,,0.3428,0.3714,,,,0.43478260869999996,,,,,,2,PrivacySuppressed,,,,,,
5751,2,11502.0,10073.0,3154.0,2.0,0.9333,,,18057.0,13000.0,13000.0,0.7857,0.2692,,0.5,0.5,,,,,,,,,,2,PrivacySuppressed,,,,,,
5764,3,13793.0,6911.0,7009.0,,,,,,,,,0.8,12667.0,,,,,0.6569544875,0.1545441656,0.0954912803,0.0555082943,0.0375017723,,0.7848433291,5,12667,0.7508,0.11599999999999999,,32200,42100,61700
5777,1,11830.0,18637.0,8088.0,2.0,0.8006,1172.0,23.0,20618.0,8604.0,23156.0,0.3724,0.3923,14000.0,0.0834,0.2952,,,0.4030701754,0.175,0.1486842105,0.1399122807,0.1333333333,0.6545,0.2679824561,5,14000,0.1967,0.061,,63500,73000,79300
5778,1,3858.0,7832.0,5937.0,2.0,0.9196,980.0,18.0,14919.0,3924.0,11092.0,0.2427,0.5649,11000.0,0.1017,0.1743,,,0.5149253731,0.18233830850000002,0.1310945274,0.0980099502,0.0736318408,0.701,0.2793532338,5,11000,0.2728,0.121,,33800,34100,40500
5784,2,6125.0,1702.0,2281.0,2.0,0.9146,,,17150.0,5800.0,5800.0,0.5,0.76,3240.0,0.5,0.5,,,0.4,,,,,,0.5428571429,3,3240,0.3939,,,,,
5792,3,20996.0,2330.0,8696.0,2.0,0.9157,,,34504.0,17950.0,17950.0,0.75,0.7407,15760.0,0.2189,0.2985,,,0.6135307071,0.1877497757,0.1116140608,0.0542370117,0.0328684447,0.2545,0.8569040045999999,2,15760,0.8317,0.099,,41700,52500,63600
5793,3,24367.0,3655.0,6702.0,2.0,0.9643,,,34891.0,17557.0,17557.0,0.2,0.5,15760.0,0.1463,0.2171,,,0.6135307071,0.1877497757,0.1116140608,0.0542370117,0.0328684447,0.1296,0.8569040045999999,6,15760,0.7715,0.099,,41700,52500,63600
5794,3,21547.0,3231.0,7936.0,2.0,0.9487,,,32232.0,17865.0,17865.0,0.3333,0.6667,15760.0,0.2274,0.3185,,,0.6135307071,0.1877497757,0.1116140608,0.0542370117,0.0328684447,0.13,0.8569040045999999,8,15760,0.7886,0.099,,41700,52500,63600
5795,3,30299.0,3728.0,6098.0,2.0,0.875,,,,18023.0,18023.0,0.0,,15760.0,0.303,0.3696,,,0.6135307071,0.1877497757,0.1116140608,0.0542370117,0.0328684447,,0.8569040045999999,7,15760,0.852,0.099,,41700,52500,63600
5796,3,19985.0,2687.0,7988.0,2.0,0.9524,,,31391.0,17898.0,17898.0,0.4444,0.6,15760.0,0.2176,0.2872,,,0.6135307071,0.1877497757,0.1116140608,0.0542370117,0.0328684447,0.1346,0.8569040045999999,5,15760,0.8612,0.099,,41700,52500,63600
5797,3,20739.0,2662.0,8246.0,2.0,0.9459,,,31704.0,17545.0,17545.0,0.375,0.8182,15760.0,0.1356,0.2222,,,0.6135307071,0.1877497757,0.1116140608,0.0542370117,0.0328684447,0.15,0.8569040045999999,5,15760,0.778,0.099,,41700,52500,63600
5798,3,9228.0,1722.0,8076.0,2.0,0.945,,,33830.0,17509.0,17509.0,0.3611,0.8740000000000001,15760.0,0.1671,0.2257,,,0.6135307071,0.1877497757,0.1116140608,0.0542370117,0.0328684447,0.0406,0.8569040045999999,3,15760,0.7952,0.099,,41700,52500,63600
5799,3,16796.0,3009.0,6228.0,2.0,1.0,,,,17561.0,17561.0,,,15760.0,0.1446,0.2022,,,0.6135307071,0.1877497757,0.1116140608,0.0542370117,0.0328684447,,0.8569040045999999,3,15760,0.8095,0.099,,41700,52500,63600
5800,3,33380.0,4563.0,8168.0,2.0,0.6667,,,24172.0,17395.0,17395.0,0.0,0.0,15760.0,0.2235,0.2736,,,0.6135307071,0.1877497757,0.1116140608,0.0542370117,0.0328684447,0.0909,0.8569040045999999,4,15760,0.8042,0.099,,41700,52500,63600
5801,3,30814.0,3468.0,,2.0,0.75,,,37432.0,17547.0,17547.0,1.0,1.0,15760.0,0.0666,0.2558,,,0.6135307071,0.1877497757,0.1116140608,0.0542370117,0.0328684447,,0.8569040045999999,8,15760,0.8158,0.099,,41700,52500,63600
5802,3,35580.0,4893.0,9708.0,2.0,0.9565,,,29121.0,17619.0,17619.0,0.5,0.6667,15760.0,0.2935,0.4205,,,0.6135307071,0.1877497757,0.1116140608,0.0542370117,0.0328684447,0.2727,0.8569040045999999,2,15760,0.5842,0.099,,41700,52500,63600
5803,3,54083.0,5198.0,5480.0,2.0,,,,,18085.0,18085.0,,,15760.0,0.175,0.18,,,0.6135307071,0.1877497757,0.1116140608,0.0542370117,0.0328684447,0.0263,0.8569040045999999,5,15760,0.8908,0.099,,41700,52500,63600
5804,3,26634.0,3260.0,7948.0,2.0,0.9286,,,30386.0,17621.0,17621.0,0.5,0.5,15760.0,0.2317,0.2882,,,0.6135307071,0.1877497757,0.1116140608,0.0542370117,0.0328684447,0.1786,0.8569040045999999,3,15760,0.7202,0.099,,41700,52500,63600
5805,3,34109.0,3776.0,7248.0,2.0,1.0,,,37432.0,17689.0,17689.0,0.0,1.0,15760.0,0.11699999999999999,0.1451,,,0.6135307071,0.1877497757,0.1116140608,0.0542370117,0.0328684447,0.3333,0.8569040045999999,2,15760,0.787,0.099,,41700,52500,63600
5806,3,42251.0,5894.0,7371.0,2.0,1.0,,,,17713.0,17713.0,,0.0,15760.0,0.075,0.1702,,,0.6135307071,0.1877497757,0.1116140608,0.0542370117,0.0328684447,,0.8569040045999999,5,15760,0.8806,0.099,,41700,52500,63600
5807,3,29304.0,3984.0,7592.0,2.0,0.9375,,,35692.0,17724.0,17724.0,0.2,1.0,15760.0,0.133,0.2145,,,0.6135307071,0.1877497757,0.1116140608,0.0542370117,0.0328684447,0.1412,0.8569040045999999,6,15760,0.8865,0.099,,41700,52500,63600
5808,3,34653.0,4142.0,7805.0,2.0,0.8571,,,37432.0,17759.0,17759.0,0.25,0.0,15760.0,0.3077,0.4286,,,0.6135307071,0.1877497757,0.1116140608,0.0542370117,0.0328684447,0.0938,0.8569040045999999,5,15760,0.8678,0.099,,41700,52500,63600
5809,1,4850.0,6267.0,5996.0,2.0,0.8094,1130.0,23.0,15666.0,4692.0,13514.0,0.3715,0.3262,9374.0,0.2999,0.3143,,,0.3495197439,0.1682230523,0.17222518679999999,0.1390074707,0.1710245464,0.7126,0.1787620064,5,9374,0.1237,0.08800000000000001,,44000,46500,47300
5811,2,11993.0,5850.0,7880.0,,,,,,,,,,23989.0,,,,,0.2227608495,0.1260387812,0.120498615,0.1445060018,0.3861957525,0.0953,0.1692059095,1,23989,0.3346,0.02,,72900,71900,75700
5812,1,1454.0,6152.0,9082.0,2.0,0.5066,1312.0,29.0,20689.0,4940.0,4940.0,,0.307,5500.0,,,,,,,,,,0.7816,,5,5500,0.0737,,,,,
5818,2,4462.0,19593.0,6255.0,2.0,0.8358,1248.0,29.0,51912.0,35568.0,35568.0,0.6604,0.7368,7333.0,0.6056,0.6338,,,0.33,0.22,0.18,0.1,0.17,1.0,0.13,3,7333,0.0677,,,,,
5819,1,5882.0,7139.0,7586.0,,,,,,,,,,12842.0,,,,,0.5242290749,0.2400881057,0.1446402349,0.0594713656,0.0315712188,0.4787,0.8751835536,6,12842,0.7655,0.066,,,,
5823,1,3050.0,2244.0,8939.0,2.0,0.6829,,,24636.0,10317.0,18629.0,0.6025,0.5109,14271.0,0.2935,0.4453,,,0.42419833079999997,0.1718097957,0.1433395563,0.1075938941,0.153058423,0.6434,0.4304304854,6,14271,0.6429,0.062,,53100,55400,58500
5853,3,7411.0,2378.0,5833.0,1.0,,,,23320.0,13820.0,13820.0,,0.0714,,,,,,,,,,,,,5,,0.3125,,,,,
5898,1,457.0,4023.0,4813.0,2.0,0.614,1244.0,26.0,17405.0,3876.0,16580.0,,0.2643,14954.0,,,,,0.3854748603,0.1815642458,0.1590030082,0.11538461539999999,0.15857327029999999,0.1525,0.1500859476,5,14954,0.5026,0.015,,63400,65200,68500
5900,3,13255.0,1402.0,6851.0,1.0,,,,20404.0,9552.0,9552.0,0.171,0.7082,18500.0,0.0048,0.1498,,,0.6798225091,0.16314643,0.09206938279999999,0.041000403399999996,0.023961274700000004,0.0374,0.9187252925,6,18500,0.8601,0.12300000000000001,,39900,54000,76300
5901,3,11191.0,2364.0,10004.0,1.0,,,,20502.0,9552.0,9552.0,0.1532,0.6522,18500.0,0.0152,0.185,,,0.6798225091,0.16314643,0.09206938279999999,0.041000403399999996,0.023961274700000004,0.0244,0.9187252925,8,18500,0.919,0.12300000000000001,,39900,54000,76300
5902,3,8147.0,4563.0,,,,,,,,,0.1429,,18500.0,0.0123,0.16399999999999998,,,0.6798225091,0.16314643,0.09206938279999999,0.041000403399999996,0.023961274700000004,,0.9187252925,7,18500,0.9378,0.12300000000000001,,39900,54000,76300
5903,3,7648.0,2702.0,,,,,,,,,0.125,0.5,18500.0,0.0119,0.1533,,,0.6798225091,0.16314643,0.09206938279999999,0.041000403399999996,0.023961274700000004,,0.9187252925,5,18500,0.9713,0.12300000000000001,,39900,54000,76300
5904,3,7605.0,3311.0,,,,,,,,,0.1282,1.0,18500.0,0.0031,0.1197,,,0.6798225091,0.16314643,0.09206938279999999,0.041000403399999996,0.023961274700000004,,0.9187252925,5,18500,0.9559,0.12300000000000001,,39900,54000,76300
5905,3,3897.0,2331.0,,,,,,,,,0.4,,18500.0,0.0028,0.1304,,,0.6798225091,0.16314643,0.09206938279999999,0.041000403399999996,0.023961274700000004,,0.9187252925,5,18500,0.9821,0.12300000000000001,,39900,54000,76300
